game,steps,loss,exploration,reward
1,2219,,0.9,0
2,2219,0.003980587052250226,0.8911,0
3,2219,0.01150684731838615,0.8822,0
4,2219,0.0016748829286233116,0.8733,0
5,2219,0.00047767301417788116,0.8644,0
6,2219,0.0002647517918192549,0.8554999999999999,0
7,2219,0.0008234413802779948,0.8465999999999999,0
8,2219,0.0009104638672001304,0.8376999999999999,0
9,2219,8.034399105739805e-05,0.8287999999999999,0
10,2219,1.568805268840271e-05,0.8198999999999999,0
11,2219,1.4396834695240718e-05,0.8109999999999998,0
12,2219,1.0341915305298366e-05,0.8020999999999998,0
13,2219,9.386081684449423e-06,0.7931999999999998,0
14,2219,8.964470612575705e-06,0.7842999999999998,0
15,2219,8.687646750676067e-06,0.7753999999999998,0
16,2219,1.0144333937139766e-05,0.7664999999999997,0
17,2219,8.270387352617752e-06,0.7575999999999997,0
18,2219,7.976855421064322e-06,0.7486999999999997,0
19,2219,7.798933982336064e-06,0.7397999999999997,0
20,2219,7.683564394892896e-06,0.7308999999999997,0
21,2219,8.770837017294163e-06,0.7219999999999996,0
22,2219,7.481966570195132e-06,0.7130999999999996,0
23,2219,7.303331641484421e-06,0.7041999999999996,0
24,2219,7.183098840712567e-06,0.6952999999999996,0
25,2219,7.1044150424319295e-06,0.6863999999999996,0
26,2219,8.05645158440873e-06,0.6774999999999995,0
27,2219,7.1050793262086985e-06,0.6685999999999995,0
28,2219,6.9236396437738535e-06,0.6596999999999995,0
29,2219,6.835501590661047e-06,0.6507999999999995,0
30,2219,6.764689760160972e-06,0.6418999999999995,0
31,2219,7.564982052270112e-06,0.6329999999999995,0
32,2219,6.822140568123222e-06,0.6240999999999994,0
33,2219,6.686209962608077e-06,0.6151999999999994,0
34,2219,6.612812756050889e-06,0.6062999999999994,0
35,2219,6.555318380094018e-06,0.5973999999999994,0
36,2219,7.2910034367013716e-06,0.5884999999999994,0
37,2219,6.635145197527582e-06,0.5795999999999993,0
38,2219,6.533699428599778e-06,0.5706999999999993,0
39,2219,6.471326462374946e-06,0.5617999999999993,0
40,2219,6.421013117060455e-06,0.5528999999999993,0
41,2219,7.089106274252347e-06,0.5439999999999993,0
42,2219,6.4795274966560365e-06,0.5350999999999992,0
43,2219,6.401161488453791e-06,0.5261999999999992,0
44,2219,6.350456543752379e-06,0.5172999999999992,0
45,2219,6.311180765450952e-06,0.5083999999999992,0
46,2219,6.875540065150616e-06,0.49949999999999917,0
47,2219,6.365397803083241e-06,0.49059999999999915,0
48,2219,6.303539451759546e-06,0.48169999999999913,0
49,2219,6.2561138956412855e-06,0.4727999999999991,0
50,2219,6.237707699326663e-06,0.4638999999999991,0
51,2219,6.725745098618644e-06,0.45499999999999907,0
52,2219,6.282730352400564e-06,0.44609999999999905,0
53,2219,6.242987115145115e-06,0.43719999999999903,0
54,2219,6.199372477144348e-06,0.428299999999999,0
55,2219,6.178525448001816e-06,0.419399999999999,0
56,2219,6.607219138106542e-06,0.410499999999999,0
57,2219,6.226541478588316e-06,0.40159999999999896,0
58,2219,6.1937163263136095e-06,0.39269999999999894,0
59,2219,6.1579736560934035e-06,0.3837999999999989,0
60,2219,6.129903566007802e-06,0.3748999999999989,0
61,2219,6.53686092731514e-06,0.3659999999999989,0
62,2219,6.193962357342042e-06,0.35709999999999886,0
63,2219,6.172557145303753e-06,0.34819999999999884,0
64,2219,6.134273179585695e-06,0.3392999999999988,0
65,2219,6.116818815812321e-06,0.3303999999999988,0
66,2219,6.490319032640665e-06,0.3214999999999988,0
67,2219,6.182325089697174e-06,0.31259999999999877,0
68,2219,6.146636751329081e-06,0.30369999999999875,0
69,2219,6.109501442975019e-06,0.29479999999999873,0
70,2219,6.088482192112584e-06,0.2858999999999987,0
71,2219,6.474162995106917e-06,0.2769999999999987,0
72,2219,6.166386379571875e-06,0.2680999999999987,0
73,2219,6.141279938249602e-06,0.25919999999999865,0
74,2219,6.108650073103713e-06,0.25029999999999863,0
75,2219,6.085456523027504e-06,0.24139999999999864,0
76,2219,6.432179337798803e-06,0.23249999999999865,0
77,2219,6.154782941193417e-06,0.22359999999999866,0
78,2219,6.120754799702604e-06,0.21469999999999867,0
79,2219,6.089748226779728e-06,0.20579999999999868,0
80,2219,6.070367645079583e-06,0.1968999999999987,0
81,2219,6.420099214302757e-06,0.1879999999999987,0
82,2219,6.155252450406009e-06,0.1790999999999987,0
83,2219,6.1167470567623625e-06,0.1701999999999987,0
84,2219,6.087564188837745e-06,0.16129999999999872,0
85,2219,6.066823260576224e-06,0.15239999999999873,0
86,2219,6.422738922211983e-06,0.14349999999999874,0
87,2219,6.166110107229531e-06,0.13459999999999875,0
88,2219,2.2531899079724105,0.12569999999999876,4
89,2219,2.2465960517885017,0.11679999999999875,0
90,2219,2.241420912425583,0.10789999999999875,0
91,2219,2.256214605249315,0.09899999999999874,0
92,2219,2.2429513963514927,0.09009999999999874,0
93,2219,2.233778567955734,0.08119999999999873,0
94,2219,2.230810157237677,0.07229999999999873,0
95,2219,2.23002039905279,0.06339999999999872,0
96,2219,2.276631714874811,0.05449999999999872,0
97,2219,2.243915253295967,0.045599999999998725,0
98,2219,2.2410536392707128,0.03669999999999873,0
99,2219,2.228605040618367,0.02779999999999873,0
100,2219,2.2264727338198096,0.01889999999999873,0
101,2219,2.2782252021327007,0.01,0
102,2219,2.2511293363109055,0.01,0
103,2219,2.2580249099439134,0.01,0
104,2219,1.5122568807922876,0.01,5
105,2219,1.123605446076729,0.01,2
106,2219,1.1214099803441007,0.01,0
107,2219,1.1018296362648548,0.01,0
108,2219,1.0982854601363061,0.01,0
109,2219,0.8813693799778258,0.01,18
110,2219,0.8647316572836805,0.01,0
111,2219,0.8856406163713707,0.01,0
112,2219,0.883876546688159,0.01,0
113,2219,0.8823019718509204,0.01,0
114,2219,0.8607662345173769,0.01,0
115,2219,0.7230808560642107,0.01,18
116,2219,0.629758722782749,0.01,28
117,2219,0.5447378320281898,0.01,32
118,2219,0.4863318169660191,0.01,8
119,2219,0.4376228677989546,0.01,27
120,2219,0.39929898302502725,0.01,15
121,2219,0.37083775056900664,0.01,24
122,2219,0.34815435443268,0.01,32
123,2219,0.33801871759772933,0.01,6
124,2219,0.29305994274266395,0.01,30
125,2219,0.27308788943706397,0.01,54
126,2219,0.2607486260783589,0.01,32
127,2219,0.2459152349947343,0.01,27
128,2219,0.23452148717992444,0.01,21
129,2219,0.22044142390837193,0.01,49
130,2219,0.20934327272208617,0.01,30
131,2219,0.20260563432397438,0.01,13
132,2219,0.19603490698663628,0.01,23
133,2219,0.19671502622368525,0.01,34
134,2219,0.17803781897374357,0.01,27
135,2219,0.17027391827100485,0.01,3
136,2219,0.1659828088585661,0.01,44
137,2219,0.1597542145019262,0.01,23
138,2219,0.15909810722013176,0.01,11
139,2219,0.15143365445531207,0.01,35
140,2219,0.1485158019463198,0.01,43
141,2219,0.14112667803250148,0.01,31
142,2219,0.13982483946039934,0.01,65
143,2219,0.1424010004406235,0.01,13
144,2219,0.14247476860690095,0.01,27
145,2219,0.14948944296910655,0.01,27
146,2219,0.14245589846149906,0.01,3
147,2219,0.13977885607227145,0.01,23
148,2219,0.139810560938456,0.01,18
149,2219,0.14182114639077004,0.01,7
150,2219,0.1565897716745865,0.01,4
151,2219,0.14449380701135897,0.01,25
152,2219,0.1409991870323397,0.01,19
153,2219,0.14168044293114987,0.01,11
154,2219,0.14261980347000305,0.01,38
155,2219,0.15383541876972223,0.01,7
156,2219,0.14711214041618237,0.01,40
157,2219,0.14455609192189361,0.01,38
158,2219,0.15163969939532707,0.01,37
159,2219,0.1697053957249387,0.01,6
160,2219,0.20223888625700012,0.01,30
161,2219,0.14975501844073663,0.01,28
162,2219,0.14291663891559958,0.01,29
163,2219,0.14001056097597603,0.01,24
164,2219,0.1372609927610046,0.01,31
165,2219,0.13518797969687837,0.01,36
166,2219,0.14582656978971578,0.01,30
167,2219,0.14313990765554577,0.01,11
168,2219,0.14904601134054812,0.01,28
169,2219,0.18123325820822497,0.01,16
170,2219,0.16484770993157474,0.01,4
171,2219,0.15683864270255568,0.01,24
172,2219,0.15016969156478135,0.01,17
173,2219,0.14720571887745462,0.01,1
174,2219,0.14281409545642287,0.01,40
175,2219,0.13779690321157922,0.01,34
176,2219,0.15723726612997746,0.01,33
177,2219,0.1563943884431034,0.01,4
178,2219,0.1546961592988628,0.01,3
179,2219,0.1577873207954107,0.01,32
180,2219,0.16510588172516014,0.01,3
181,2219,0.16955859808134974,0.01,28
182,2219,0.16519756309886088,0.01,8
183,2219,0.16692688433321207,0.01,20
184,2219,0.1748564753448535,0.01,28
185,2219,0.18852544458421433,0.01,3
186,2219,0.18109938762153946,0.01,7
187,2219,0.17732057385127206,0.01,0
188,2219,0.18144999626617708,0.01,43
189,2219,0.18530967968982598,0.01,18
190,2219,0.2057511676176588,0.01,3
191,2219,0.1832917996839736,0.01,40
192,2219,0.18089314230458037,0.01,9
193,2219,0.17981069435535338,0.01,36
194,2219,0.1833892394739313,0.01,26
195,2219,0.22342208506014852,0.01,1
196,2219,0.1983559844960818,0.01,33
197,2219,0.1950239936082618,0.01,8
198,2219,0.2476213173343347,0.01,32
199,2219,0.3235019493820227,0.01,27
200,2219,0.48680160227844915,0.01,0
201,2219,0.20194675155936845,0.01,20
202,2219,0.185783548661457,0.01,33
203,2219,0.18837609510601588,0.01,27
204,2219,0.17809174834329614,0.01,6
205,2219,0.17687079621296106,0.01,16
206,2219,0.20551346086610622,0.01,18
207,2219,0.19721556625141648,0.01,31
208,2219,0.19825966952795857,0.01,24
209,2219,0.1877575606157657,0.01,1
210,2219,0.18605550371961085,0.01,26
211,2219,0.20875319957511548,0.01,3
212,2219,0.2046182537813517,0.01,4
213,2219,0.19882453154948115,0.01,1
214,2219,0.19787063226870805,0.01,5
215,2219,0.1998900232292634,0.01,5
216,2219,0.21611712272272604,0.01,3
217,2219,0.20916387706339007,0.01,8
218,2219,0.20718484538179024,0.01,9
219,2219,0.20384948002846687,0.01,9
220,2219,0.2065412794086271,0.01,3
221,2219,0.23008754421372038,0.01,24
222,2219,0.22451920605838022,0.01,2
223,2219,0.22128982578327924,0.01,26
224,2219,0.22162544239958606,0.01,39
225,2219,0.22186254476925746,0.01,38
226,2219,0.24745944372048698,0.01,36
227,2219,0.23864785808354946,0.01,29
228,2219,0.23819013953885496,0.01,3
229,2219,0.25482640556588915,0.01,63
230,2219,0.31025037298517194,0.01,23
231,2219,0.260256088444651,0.01,35
232,2219,0.2527715071698133,0.01,19
233,2219,0.2608059920146139,0.01,11
234,2219,0.29951953910771656,0.01,30
235,2219,0.449917485562964,0.01,33
236,2219,0.2897566563897722,0.01,2
237,2219,0.281627300378009,0.01,30
238,2219,0.278670362024244,0.01,8
239,2219,0.28064022724731225,0.01,25
240,2219,0.31379550921642807,0.01,31
241,2219,0.3194320753708013,0.01,6
242,2219,0.31784993791290767,0.01,14
243,2219,0.3046065542482243,0.01,29
244,2219,0.3080230914458698,0.01,37
245,2219,0.3336593591613051,0.01,11
246,2219,0.34958488888443523,0.01,7
247,2219,0.346524567652214,0.01,33
248,2219,0.841804506113662,0.01,34
249,2219,3.319382675935697,0.01,6
250,2219,0.5986305160637427,0.01,38
251,2219,0.369554304197895,0.01,21
252,2219,0.3724751139458728,0.01,21
253,2219,0.3597500548978597,0.01,26
254,2219,0.36444398677818995,0.01,32
255,2219,0.3539173668230374,0.01,49
256,2219,0.37369210401720887,0.01,26
257,2219,0.3676360968372836,0.01,79
258,2219,0.3641385388907864,0.01,6
259,2219,0.3664267622697761,0.01,41
260,2219,0.3710478997101931,0.01,48
261,2219,0.3644529853528656,0.01,42
262,2219,0.3613376989462265,0.01,35
263,2219,0.3550074031225506,0.01,42
264,2219,0.35319959618557156,0.01,39
265,2219,0.35800597667257594,0.01,25
266,2219,0.3637700002503398,0.01,21
267,2219,0.36976865830509353,0.01,14
268,2219,0.36791162782156794,0.01,39
269,2219,0.3585569043340598,0.01,31
270,2219,0.3584274994579409,0.01,32
271,2219,0.3705744336598162,0.01,43
272,2219,0.3725270907876559,0.01,30
273,2219,0.3673343088179384,0.01,30
274,2219,0.36622644325292986,0.01,28
275,2219,0.36453769954654697,0.01,1
276,2219,0.37792955969337816,0.01,32
277,2219,0.3797830646159301,0.01,28
278,2219,0.3716620524318046,0.01,23
279,2219,0.3675335869548781,0.01,37
280,2219,0.3679078336464249,0.01,51
281,2219,0.3808872367361091,0.01,19
282,2219,0.3791831148685268,0.01,32
283,2219,0.37287017823554974,0.01,28
284,2219,0.37141815076596973,0.01,51
285,2219,0.3682483692597092,0.01,11
286,2219,0.3821017757031492,0.01,34
287,2219,0.3842956819319008,0.01,3
288,2219,0.3798589816955629,0.01,23
289,2219,0.3764275699882857,0.01,17
290,2219,0.3781704058730359,0.01,17
291,2219,0.3940671603032666,0.01,9
292,2219,0.39022584337345195,0.01,36
293,2219,0.3826677457581207,0.01,30
294,2219,0.3771944298652134,0.01,18
295,2219,0.3721752398024846,0.01,8
296,2219,0.39007410994449987,0.01,36
297,2219,0.3977597321367641,0.01,27
298,2219,0.38780479028768317,0.01,6
299,2219,0.3890912842753571,0.01,35
300,2219,0.3815365779139148,0.01,40
301,2219,0.40220482656589635,0.01,25
302,2219,0.40056654874659353,0.01,41
303,2219,0.39578075082032105,0.01,20
304,2219,0.39746284632601075,0.01,8
305,2219,0.393503238431337,0.01,25
306,2219,0.40804674825279247,0.01,5
307,2219,0.4090843040589549,0.01,21
308,2219,0.40615755122247865,0.01,37
309,2219,0.3978219834705275,0.01,38
310,2219,0.403026853077869,0.01,1
311,2219,0.4107197614294788,0.01,31
312,2219,0.41189481411361384,0.01,41
313,2219,0.4091571656524105,0.01,12
314,2219,0.404270100184266,0.01,26
315,2219,0.4058624114038266,0.01,7
316,2219,0.4155409492725725,0.01,36
317,2219,0.40947752162621703,0.01,12
318,2219,0.4066043908933116,0.01,2
319,2219,0.40402908612075245,0.01,24
320,2219,0.4163870503294797,0.01,29
321,2219,0.4151178819557334,0.01,22
322,2219,0.4111463543072915,0.01,25
323,2219,0.4072414429728663,0.01,26
324,2219,0.401311818759654,0.01,33
325,2219,0.4062617063666719,0.01,25
326,2219,0.4218541880964902,0.01,19
327,2219,0.4249125282992119,0.01,11
328,2219,0.41547204973811586,0.01,17
329,2219,0.4110475042929444,0.01,12
330,2219,0.42571954599446815,0.01,21
331,2219,0.4173434510797055,0.01,0
332,2219,0.4121131974333537,0.01,0
333,2219,0.41107416424925947,0.01,27
334,2219,0.4276102204027138,0.01,22
335,2219,0.4501473521384466,0.01,2
336,2219,0.44320149336876974,0.01,19
337,2219,0.44251169218169484,0.01,21
338,2219,0.435437939490602,0.01,12
339,2219,0.4399786941408196,0.01,28
340,2219,0.44731172665894664,0.01,13
341,2219,0.4431521019383673,0.01,35
342,2219,0.44631469801559576,0.01,34
343,2219,0.44503387850225085,0.01,31
344,2219,0.43754928043902763,0.01,25
345,2219,0.4543111739554232,0.01,42
346,2219,0.45353195782670214,0.01,26
347,2219,0.4404551485238313,0.01,46
348,2219,0.4417147810945631,0.01,9
349,2219,0.4359770817054025,0.01,51
350,2219,0.4502678255934322,0.01,7
351,2219,0.47678837115460376,0.01,12
352,2219,0.4700282926598532,0.01,26
353,2219,0.4605098488360825,0.01,45
354,2219,0.4588365168676702,0.01,12
355,2219,0.522141993362268,0.01,25
356,2219,0.45484413804432694,0.01,2
357,2219,0.44950543142707117,0.01,43
358,2219,0.4433504063489428,0.01,34
359,2219,0.4470917652309615,0.01,53
360,2219,0.44298485604113114,0.01,34
361,2219,0.4664447110255986,0.01,17
362,2219,0.47649883865673837,0.01,5
363,2219,0.46112561324271056,0.01,64
364,2219,0.4547576778585444,0.01,40
365,2219,0.4671229618033883,0.01,13
366,2219,0.487170006611811,0.01,29
367,2219,0.49237098131369583,0.01,31
368,2219,0.487328522548541,0.01,29
369,2219,0.525717147226957,0.01,52
370,2219,0.6917060644573197,0.01,38
371,2219,0.4422731627992484,0.01,5
372,2219,0.43037409232220697,0.01,21
373,2219,0.43777364042403705,0.01,24
374,2219,0.4517627641765774,0.01,41
375,2219,0.5252758477233683,0.01,24
376,2219,0.45510862227089377,0.01,48
377,2219,0.4434569118671185,0.01,33
378,2219,0.44373133481795396,0.01,31
379,2219,0.44529466928398814,0.01,39
380,2219,0.44155488851021485,0.01,26
381,2219,0.47449652148432686,0.01,38
382,2219,0.46551080671206174,0.01,18
383,2219,0.46145248311012554,0.01,41
384,2219,0.4672136190855681,0.01,45
385,2219,0.46537942080644334,0.01,40
386,2219,0.4731717835542815,0.01,45
387,2219,0.4659150710370414,0.01,28
388,2219,0.4707576472833754,0.01,32
389,2219,0.4794375112469827,0.01,76
390,2219,0.47584301716209537,0.01,34
391,2219,0.4968713766849578,0.01,13
392,2219,0.4893924530960636,0.01,40
393,2219,0.48189791630857176,0.01,59
394,2219,0.48807936630561694,0.01,52
395,2219,0.4867932416624259,0.01,39
396,2219,0.49125069234335156,0.01,82
397,2219,0.4941953080220943,0.01,27
398,2219,0.4776061669934081,0.01,84
399,2219,0.4927096702045654,0.01,42
400,2219,0.49544355806739687,0.01,26
401,2219,0.5139470115512379,0.01,49
402,2219,0.5216896471009619,0.01,34
403,2219,0.5082228771776331,0.01,88
404,2219,0.5192977050758042,0.01,56
405,2219,0.5289273887424866,0.01,7
406,2219,0.5053946050110212,0.01,89
407,2219,0.49831806544792057,0.01,49
408,2219,0.51472226562096,0.01,52
409,2219,0.5733382759457941,0.01,36
410,2219,0.9081487139766136,0.01,99
411,2219,0.5040905167952501,0.01,27
412,2219,0.49103301413580647,0.01,6
413,2219,0.49785890310206543,0.01,27
414,2219,0.4884936700851787,0.01,47
415,2219,0.4884943751973734,0.01,90
416,2219,0.5084495539598538,0.01,63
417,2219,0.4977070353660286,0.01,67
418,2219,0.48985732349301897,0.01,86
419,2219,0.4911891461217828,0.01,30
420,2219,0.4889953406233448,0.01,32
421,2219,0.5130215685840379,0.01,45
422,2219,0.49900061405242113,0.01,51
423,2219,0.5050379525475714,0.01,34
424,2219,0.5057383975711097,0.01,45
425,2219,0.5083757857935765,0.01,113
426,2219,0.5089600551888398,0.01,79
427,2219,0.505544424564016,0.01,49
428,2219,0.5114070966955001,0.01,102
429,2219,0.5106256644998812,0.01,30
430,2219,0.5113780863652025,0.01,99
431,2219,0.5269017021373353,0.01,96
432,2219,0.5212913930180231,0.01,82
433,2219,0.5182119666030017,0.01,103
434,2219,0.5120441487750548,0.01,20
435,2219,0.5126581336128103,0.01,102
436,2219,0.5249408858540995,0.01,89
437,2219,0.514341538612576,0.01,105
438,2219,0.514507038517711,0.01,91
439,2219,0.5192605355901104,0.01,30
440,2219,0.5264612756297974,0.01,45
441,2219,0.520555088002867,0.01,87
442,2219,0.5037172438300674,0.01,131
443,2219,0.5108174550168484,0.01,47
444,2219,0.5068893757103103,0.01,93
445,2219,0.514990006794331,0.01,70
446,2219,0.5306864757844868,0.01,95
447,2219,0.5277264819445446,0.01,64
448,2219,0.5267254240886524,0.01,91
449,2219,0.5196137632229,0.01,96
450,2219,0.5173924247720962,0.01,96
451,2219,0.5273300745840206,0.01,50
452,2219,0.5320312926236964,0.01,115
453,2219,0.54121339793058,0.01,36
454,2219,0.5786446145556348,0.01,49
455,2219,0.7686769174767623,0.01,34
456,2219,0.5768719624980787,0.01,89
457,2219,0.5843554861046242,0.01,49
458,2219,0.5770969268649694,0.01,89
459,2219,0.5917632605153929,0.01,53
460,2219,0.6704265171092768,0.01,51
461,2219,0.5173296026332227,0.01,30
462,2219,0.5191252212022642,0.01,18
463,2219,0.5228308208229787,0.01,98
464,2219,0.5134886214711198,0.01,62
465,2219,0.514760979638128,0.01,109
466,2219,0.525062668803161,0.01,40
467,2219,0.5269596892211592,0.01,45
468,2219,0.5298599835619475,0.01,112
469,2219,0.5293012996663216,0.01,51
470,2219,0.5284904542191511,0.01,85
471,2219,0.5575340926737005,0.01,41
472,2219,0.5428676247161922,0.01,48
473,2219,0.540500160157223,0.01,45
474,2219,0.5374910435010478,0.01,63
475,2219,0.5364264248173162,0.01,39
476,2219,0.557706140049215,0.01,38
477,2219,0.5587834507524518,0.01,97
478,2219,0.5666816139062709,0.01,86
479,2219,0.5737579855855156,0.01,23
